"date" "county" "state.x" "fips" "cases" "deaths" "cases.y" "deaths.y" "sincedeath" "cbsa18" "cbsaname18" "countyn" "popestimate2019" "density" "temp_mar20" "pcpn_mar20" "obesity" "gini" "hhsize" "crowded" "dist" "lndensity" "lncbsapop" "pcases" "pdeaths" "age60plus" "college" "seasonal_units" "hospitality_jobs" "oil_jobs" "black_pct" "hisp_pct" "asian_pct" "wfh_share" "italy_born" "china_born" "transit_modeshare" "wfh_modeshare" "name" "state.y" "census_region" "pop_dens" "pop_dens4" "pop_dens6" "pct_black" "pop" "female" "white" "black" "travel_time" "land_area" "hh_income" "su_gun4" "su_gun6" "fips.y" "votes_dem_2016" "votes_gop_2016" "total_votes_2016" "per_dem_2016" "per_gop_2016" "diff_2016" "per_dem_2012" "per_gop_2012" "diff_2012" "winner" "partywinner16" "winner12" "partywinner12" "flipped"
"2020-11-02" "Baltimore city" "Maryland" 24510 18229 506 3413 178 46 12580 "Baltimore-Columbia-Towson, MD" "Baltimore city MD" 593490 5089.82 50.5 3.1 34.8 0.513 2.479433 2.1 172.87873 8.534998 14.84515 575.0729 29.99208 0.2006772 0.3123454 0.0033648 0.1142283 0 0.6190259 0.0548735 0.0269695 0.4159192 0.0005222 0.004529 0.1796458 0.0417263 "Baltimore city" "MD" "South" "[ 5000,71672]" "[118,71672]" "[215,71672]" "[50.0,85.3]" 622793 52.8 31.6 63.3 30.1 80.94 41385 "[ 0, 5)" "[ 0, 4)" 24510 178562 22726 208980 0.854445401 0.108747249 155836 0.87448727 0.110923588 175541 "Clinton" "Democrat" "Obama" "Democrat" "No"
"2020-11-02" "Calvert" "Maryland" 24009 1217 29 212 13 40 47900 "Washington-Arlington-Alexandria, DC-VA-MD-WV" "Calvert MD" 92525 265.5862 51.2 2.44 31.4 0.3757 2.854798 0.8 206.37616 5.58194 15.65296 229.1273 14.05026 0.2158951 0.3113272 0.0318258 0.1785902 0 0.1274524 0.0414986 0.0184668 0.4352453 0.0003294 0.0022837 0.0339721 0.0471254 "Calvert County" "MD" "South" "[  100,  500)" "[118,71672]" "[215,71672]" "[10.0,15.0)" 90613 50.7 82 13.2 39.8 213.15 95477 "[ 5, 8)" "[ 4, 7)" 24009 16669 24680 43445 0.383680516 0.568074577 8011 0.449701195 0.53151679 3450 "Trump" "Republican" "Romney" "Republican" "No"
"2020-11-02" "Caroline" "Maryland" 24011 767 8 174 0 0 NA NA "Caroline MD" 33406 78.87533 50.4 3.18 40.3 0.4331 2.681723 2.4 164.52005 4.367868 10.41649 520.8645 0 0.2314737 0.1686542 0.0115603 0.0626542 0 0.1376712 0.073895 0.0095484 0.3303062 0.0004563 0.0005779 0.0061108 0.021515 "Caroline County" "MD" "South" "[  100,  500)" "[ 45,  118)" "[ 82,  215)" "[10.0,15.0)" 32538 51.5 81.5 14.5 33.9 319.42 58632 "[ 5, 8)" "[ 4, 7)" 24011 3747 8999 13282 0.282111128 0.677533504 5252 0.368912662 0.612645697 3053 "Trump" "Republican" "Romney" "Republican" "No"
"2020-11-02" "Carroll" "Maryland" 24013 2314 130 589 60 45 12580 "Baltimore-Columbia-Towson, MD" "Carroll MD" 168447 297.8698 47.2 2.97 32.6 0.3992 2.710819 1 181.50056 5.696656 14.84515 349.6649 35.61951 0.2356779 0.3559173 0.0048266 0.1435549 0 0.0362289 0.0370957 0.0196641 0.4471738 0.0008715 0.0016117 0.0075739 0.0565905 "Carroll County" "MD" "South" "[  100,  500)" "[118,71672]" "[215,71672]" "[ 2.0, 5.0)" 167830 50.6 93.1 3.5 34.8 447.6 84790 "[ 5, 8)" "[ 4, 7)" 24013 24314 55593 84879 0.286454836 0.65496766 31279 0.317228706 0.656679364 27893 "Trump" "Republican" "Romney" "Republican" "No"
"2020-11-02" "Cecil" "Maryland" 24015 1391 36 270 15 42 37980 "Philadelphia-Camden-Wilmington, PA-NJ-DE-MD" "Cecil MD" 102855 217.2128 47.7 2.81 32.4 0.4066 2.733709 2.2 131.97957 5.380877 15.6242 262.5055 14.58364 0.2268784 0.227949 0.0548254 0.1734066 0 0.0663354 0.0456888 0.0140918 0.3613827 0.0003414 0.0018046 0.0130471 0.0451722 "Cecil County" "MD" "South" "[  100,  500)" "[118,71672]" "[215,71672]" "[ 5.0,10.0)" 102383 50.4 89.7 6.5 29.5 346.27 66689 "[ 5, 8)" "[ 7, 8)" 24015 12651 27579 42309 0.299014394 0.651847125 14928 0.386867148 0.590953368 8171 "Trump" "Republican" "Romney" "Republican" "No"
"2020-11-02" "Charles" "Maryland" 24017 3265 102 762 55 46 47900 "Washington-Arlington-Alexandria, DC-VA-MD-WV" "Charles MD" 163257 563.6155 52 2.09 35.8 0.3813 2.775344 1.4 220.11657 6.334373 15.65296 466.7487 33.68921 0.1827706 0.2891091 0.0060238 0.1776729 0 0.4786846 0.0603952 0.0326867 0.4528633 0.0006089 0.00352 0.0586715 0.0395409 "Charles County" "MD" "South" "[  100,  500)" "[118,71672]" "[215,71672]" "[25.0,50.0)" 154747 51.7 49.1 43.1 42.8 457.75 93160 "[ 5, 8)" "[ 4, 7)" 24017 46063 24163 72480 0.635527042 0.333374724 21900 0.650177434 0.336867758 21984 "Clinton" "Democrat" "Obama" "Democrat" "No"
"2020-11-02" "Dorchester" "Maryland" 24019 833 12 102 2 32 15700 "Cambridge, MD" "Dorchester MD" 31929 322.1373 51.4 2.94 39.7 0.4789 2.390458 1.1 188.62457 5.774978 10.37127 319.4588 6.263898 0.2928308 0.2075861 0.0785497 0.1437481 0 0.279455 0.0594725 0.0114382 0.3348175 0.0007749 0.000341 0.009833 0.0301051 "Dorchester County" "MD" "South" "[   50,  100)" "[ 45,  118)" "[ 45,   82)" "[25.0,50.0)" 32578 52 68.3 28.1 24.5 540.77 46361 "[ 8,11)" "[ 8,10)" 24019 5695 7938 14034 0.4058002 0.565626336 2243 0.461084988 0.527335252 944 "Trump" "Republican" "Romney" "Republican" "No"
"2020-11-02" "Frederick" "Maryland" 24021 4944 139 1288 77 42 47900 "Washington-Arlington-Alexandria, DC-VA-MD-WV" "Frederick MD" 259547 825.4998 47.5 2.74 28.7 0.4067 2.666869 1.2 203.98182 6.715989 15.65296 496.2492 29.66707 0.2056578 0.4062814 0.0035734 0.1284938 0 0.0961439 0.1016515 0.0467166 0.4630077 0.0004628 0.0058276 0.0269605 0.0625717 "Frederick County" "MD" "South" "[  100,  500)" "[118,71672]" "[215,71672]" "[ 5.0,10.0)" 243675 50.7 83.3 9.1 34.6 660.22 84570 "[ 5, 8)" "[ 4, 7)" 24021 51891 56472 114962 0.451375237 0.491223187 4581 0.469058986 0.508535926 4308 "Trump" "Republican" "Romney" "Republican" "No"
"2020-11-02" "Garrett" "Maryland" 24023 154 1 6 0 0 NA NA "Garrett MD" 29014 21.8704 43.7 2.96 37.1 0.438 2.380862 1 295.78424 3.085134 10.27553 20.67967 0 0.3039125 0.2009171 0.2625985 0.1411173 0 0.0101156 0.0122072 0.0038748 0.3369179 0.0005787 0.0006808 0.0037972 0.0544263 "Garrett County" "MD" "South" "[   10,   50)" "[ 45,  118)" "[ 45,   82)" "[ 0.0, 2.0)" 29679 50.3 97.7 1.1 22.8 647.1 45206 "[ 8,11)" "[ 8,10)" 24023 2252 10189 12905 0.174506005 0.789538938 7937 0.230496161 0.75142409 6310 "Trump" "Republican" "Romney" "Republican" "No"
"2020-11-02" "Harford" "Maryland" 24025 3751 82 618 27 32 12580 "Baltimore-Columbia-Towson, MD" "Harford MD" 255441 844.5211 47.7 2.74 32 0.415 2.673886 1.2 150.82223 6.73877 14.84515 241.9345 10.56996 0.2284451 0.3578669 0.0036256 0.1378173 0 0.1395005 0.047398 0.030147 0.4332106 0.0012389 0.0026053 0.0145354 0.0468294 "Harford County" "MD" "South" "[  500, 1000)" "[118,71672]" "[215,71672]" "[10.0,15.0)" 250105 51 81.1 13.2 31.8 437.09 80622 "[ 0, 5)" "[ 4, 7)" 24025 43803 74261 124224 0.352613022 0.597799137 30458 0.391751184 0.586875195 23106 "Trump" "Republican" "Romney" "Republican" "No"
"2020-11-02" "Howard" "Maryland" 24027 6025 128 1235 35 44 12580 "Baltimore-Columbia-Towson, MD" "Howard MD" 325690 1096.977 48.8 2.98 24.8 0.4038 2.768015 2 186.84247 7.000313 14.84515 379.1949 10.74642 0.1972425 0.6137894 0.0029146 0.0952091 0 0.1929541 0.0714706 0.1895011 0.5551093 0.0008245 0.0248884 0.0392537 0.0573703 "Howard County" "MD" "South" "[ 1000, 5000)" "[118,71672]" "[215,71672]" "[15.0,25.0)" 309284 50.9 61.4 18.4 30.6 250.74 109865 "[ 0, 5)" "[ 0, 4)" 24027 93808 44792 146401 0.640760651 0.305954194 49016 0.595160342 0.383191539 29923 "Clinton" "Democrat" "Obama" "Democrat" "No"
"2020-11-02" "Kent" "Maryland" 24029 350 25 120 13 28 NA NA "Kent MD" 19422 87.74323 49.1 2.5 29.7 0.483 2.27003 0.3 153.59797 4.474415 9.874162 617.856 66.9344 0.345251 0.3416613 0.1532553 0.1328194 0 0.1451788 0.0433369 0.0127947 0.3803561 0 0.0040831 0.0131038 0.1107163 "Kent County" "MD" "South" "[   50,  100)" "[ 45,  118)" "[ 45,   82)" "[15.0,25.0)" 19820 52.4 81.8 15.1 26.9 277.03 56259 "[ 5, 8)" "[ 7, 8)" 24029 4178 4598 9166 0.455814968 0.501636483 420 0.487039265 0.495789128 80 "Trump" "Republican" "Romney" "Republican" "No"
"2020-11-02" "Montgomery" "Maryland" 24031 26317 874 7164 407 53 47900 "Washington-Arlington-Alexandria, DC-VA-MD-WV" "Montgomery MD" 1050688 2557.02 49.2 2.6 20.8 0.4624 2.786309 3.2 203.99074 7.846598 15.65296 681.8389 38.73652 0.2173828 0.5902351 0.0033947 0.0983471 0 0.1845697 0.1985926 0.1534145 0.5234137 0.0012402 0.0284146 0.1506069 0.0613622 "Montgomery County" "MD" "South" "[ 1000, 5000)" "[118,71672]" "[215,71672]" "[15.0,25.0)" 1030447 51.8 62.6 18.6 34.2 491.25 98221 "[ 0, 5)" "[ 0, 4)" 24031 309761 82985 408300 0.758660299 0.203245163 226776 0.708765654 0.274458579 175553 "Clinton" "Democrat" "Obama" "Democrat" "No"
"2020-11-02" "Prince George's" "Maryland" 24033 33719 863 9910 373 56 47900 "Washington-Arlington-Alexandria, DC-VA-MD-WV" "Prince Georges MD" 909327 1874.267 51 2.48 36.9 0.3988 2.873037 3.9 201.7291 7.535973 15.65296 1089.817 41.01935 0.1921208 0.3266611 0.0022036 0.1435664 0 0.6187276 0.1905779 0.0431295 0.4164816 0.0005032 0.0045707 0.1540554 0.0306755 "Prince George\'s County" "MD" "South" "[ 1000, 5000)" "[118,71672]" "[215,71672]" "[50.0,85.3]" 904430 51.9 26.6 65.1 35.8 482.69 73623 "[ 0, 5)" "[ 0, 4)" 24033 313627 29290 351091 0.893292622 0.083425665 284337 0.900792524 0.091503639 285106 "Clinton" "Democrat" "Obama" "Democrat" "No"
"2020-11-02" "Queen Anne's" "Maryland" 24035 807 26 103 9 28 12580 "Baltimore-Columbia-Towson, MD" "Queen Annes MD" 50381 123.7134 49.7 2.53 28.2 0.4102 2.691768 1.2 167.64879 4.817967 14.84515 204.4422 17.86388 0.2617858 0.3485349 0.0531798 0.1948943 0 0.061949 0.041233 0.0110645 0.4326752 0.0006484 0.0024719 0.0198012 0.0726975 "Queen Anne\'s County" "MD" "South" "[  100,  500)" "[118,71672]" "[ 82,  215)" "[ 5.0,10.0)" 48804 50.4 89.8 6.9 33.9 371.91 87256 "[ 5, 8)" "[ 4, 7)" 24035 7316 16211 24633 0.296999959 0.658100922 8895 0.341122101 0.642638103 6981 "Trump" "Republican" "Romney" "Republican" "No"
"2020-11-02" "Somerset" "Maryland" 24039 451 6 51 0 0 41540 "Salisbury, MD-DE" "Somerset MD" 25616 52.9413 51.4 3.51 44.6 0.4553 2.341972 1.2 206.75784 3.969184 12.93778 199.0943 0 0.233184 0.1567593 0.115881 0.1049936 0 0.4137098 0.0364557 0.0087244 0.3259182 0 0.0025255 0.0063951 0.034936 "Somerset County" "MD" "South" "[   50,  100)" "[ 45,  118)" "[ 45,   82)" "[25.0,50.0)" 25859 45.8 53.8 42.8 23.2 319.72 38447 "[ 0, 5)" "[ 4, 7)" 24039 3484 5056 8768 0.397354015 0.576642336 1572 0.482959448 0.507549612 228 "Trump" "Republican" "Romney" "Republican" "No"
"2020-11-02" "St. Mary's" "Maryland" 24037 1510 60 246 9 30 15680 "California-Lexington Park, MD" "St. Marys MD" 113510 182.6835 51.7 2.46 36.2 0.4007 2.692051 1.3 220.56152 5.207755 11.63965 216.721 7.928817 0.1880459 0.3147112 0.0307142 0.1291389 0 0.1430626 0.0532113 0.0287314 0.4572616 0.0004483 0.0026002 0.0183562 0.0294665 "St. Mary\'s County" "MD" "South" "[  100,  500)" "[118,71672]" "[215,71672]" "[10.0,15.0)" 110382 50.1 79.3 14.3 28.9 357.18 85672 "[ 5, 8)" "[ 4, 7)" 24037 15786 26889 45169 0.34948748 0.59529766 11103 0.40797713 0.569380162 7114 "Trump" "Republican" "Romney" "Republican" "No"
"2020-11-02" "Talbot" "Maryland" 24041 663 6 61 1 39 20660 "Easton, MD" "Talbot MD" 37181 318.3315 51.1 2.64 28.7 0.5266 2.212724 0.8 179.59079 5.763093 10.52355 164.0623 2.689546 0.3713482 0.3860043 0.1044008 0.1702364 0 0.1238368 0.0684376 0.0130113 0.4132829 0.0003225 0.0022574 0.015475 0.063086 "Talbot County" "MD" "South" "[  100,  500)" "[118,71672]" "[ 82,  215)" "[10.0,15.0)" 37643 52.3 83.5 13.2 25.8 268.54 61597 "[ 5, 8)" "[ 7, 8)" 24041 7865 10098 18731 0.419892157 0.539106294 2233 0.427561459 0.559263028 2459 "Trump" "Republican" "Romney" "Republican" "No"
"2020-11-02" "Unknown" "Maryland" NA 0 11 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2020-11-02" "Washington" "Maryland" 24043 2393 47 284 9 32 25180 "Hagerstown-Martinsburg, MD-WV" "Washington MD" 151049 763.2204 47.3 2.71 36.2 0.4462 2.525427 1.8 214.39165 6.637547 12.57108 188.0185 5.958332 0.2361687 0.2144997 0.0128038 0.1139035 0 0.1159707 0.0539602 0.0185058 0.3616468 2.67e-05 0.0015152 0.0175927 0.0474534 "Washington County" "MD" "South" "[  100,  500)" "[118,71672]" "[215,71672]" "[10.0,15.0)" 149573 48.9 84.8 10.7 28.1 457.78 55609 "[ 5, 8)" "[ 7, 8)" 24043 19193 38842 60731 0.316032998 0.639574517 19649 0.396944743 0.581607079 10831 "Trump" "Republican" "Romney" "Republican" "No"
"2020-11-02" "Wicomico" "Maryland" 24045 2590 51 694 16 46 41540 "Salisbury, MD-DE" "Wicomico MD" 103609 497.9096 51 3.38 35.9 0.4368 2.601835 3.5 187.36154 6.210419 12.93778 669.826 15.44267 0.2218712 0.2679095 0.0154021 0.126756 0 0.2646737 0.0543243 0.0304472 0.3526334 0 0.0020554 0.0078102 0.0346295 "Wicomico County" "MD" "South" "[  100,  500)" "[118,71672]" "[215,71672]" "[15.0,25.0)" 101539 52.1 69.3 24.9 21.9 374.44 51092 "[ 5, 8)" "[ 4, 7)" 24045 16327 20832 38722 0.421646609 0.53798874 4505 0.45694793 0.526348808 2655 "Trump" "Republican" "Romney" "Republican" "No"
"2020-11-02" "Worcester" "Maryland" 24047 1250 31 115 4 15 41540 "Salisbury, MD-DE" "Worcester MD" 52276 412.5141 50.8 3.79 35 0.4559 2.343953 1.4 178.73726 6.022271 12.93778 219.9862 7.651695 0.3590491 0.3041457 0.5575851 0.3735496 0 0.1284372 0.0356791 0.0145881 0.3727377 0.0006594 0.0006594 0.0234686 0.0550284 "Worcester County" "MD" "South" "[  100,  500)" "[ 45,  118)" "[ 82,  215)" "[10.0,15.0)" 51675 51.4 82.8 13.9 21.9 468.28 57952 "[ 5, 8)" "[ 7, 8)" 24047 8783 15910 25571 0.34347503 0.622189199 7127 0.401247656 0.584441001 4493 "Trump" "Republican" "Romney" "Republican" "No"
"2020-11-02" "Barnstable" "Massachusetts" 25001 2060 185 1093 73 49 12700 "Barnstable Town, MA" "Barnstable MA" 212990 370.8281 41.6 3.39 21.1 0.4589 2.237249 1.2 201.94073 5.915739 12.269 513.1696 34.27391 0.397033 0.4281887 0.3842666 0.1885074 0 0.0310712 0.0320224 0.0149897 0.37987 0.0009219 0.0032149 0.0127506 0.0683473 "Barnstable County" "MA" "Northeast" "[  500, 1000)" "[118,71672]" "[215,71672]" "[ 2.0, 5.0)" 214914 52.5 93.8 2.4 24.6 393.72 60526 "[ 0, 5)" "[ 0, 4)" 25001 71632 53842 132667 0.539938342 0.405843201 17790 0.531941125 0.455488155 10108 "Clinton" "Democrat" "Obama" "Democrat" "No"
"2020-11-02" "Berkshire" "Massachusetts" 25003 803 52 485 37 52 38340 "Pittsfield, MA" "Berkshire MA" 124944 615.0514 36.7 3.23 25.6 0.4645 2.181709 0.7 121.90386 6.421706 11.73562 388.1739 29.61327 0.3131589 0.3338928 0.1165349 0.1675328 0 0.0312391 0.0506696 0.0168186 0.3837023 0.001233 0.0033771 0.0115285 0.0595931 "Berkshire County" "MA" "Northeast" "[  100,  500)" "[118,71672]" "[ 82,  215)" "[ 2.0, 5.0)" 128715 51.7 93.1 3.1 20.4 926.83 48450 "[ 0, 5)" "[ 0, 4)" 25003 43540 16799 64507 0.674965508 0.26042135 26741 0.758388214 0.221745373 34387 "Clinton" "Democrat" "Obama" "Democrat" "No"
"2020-11-02" "Bristol" "Massachusetts" 25005 12917 764 5125 278 47 39300 "Providence-Warwick, RI-MA" "Bristol MA" 565217 1906.13 42.4 3.71 28.7 0.4563 2.508728 1.4 164.44094 7.55283 14.30076 906.7314 49.18465 0.2354429 0.2795275 0.012096 0.1257723 0 0.0459539 0.0843141 0.0242774 0.374158 0.0005171 0.0033673 0.0271826 0.0349532 "Bristol County" "MA" "Northeast" "[ 1000, 5000)" "[118,71672]" "[215,71672]" "[ 2.0, 5.0)" 554194 51.5 90.8 4.4 27 553.1 55298 "[ 0, 5)" "[ 0, 4)" 25005 127619 104775 246068 0.518633061 0.425796934 22844 0.594748816 0.390073675 49033 "Clinton" "Democrat" "Obama" "Democrat" "No"
"2020-11-02" "Dukes" "Massachusetts" 25007 90 0 23 1 22 47240 "Vineyard Haven, MA" "Dukes MA" 17332 164.3474 42 3.91 26 0.502 2.680972 1.1 181.93414 5.101983 9.76031 132.7025 5.769675 0.325438 0.4415207 0.6155489 0.190058 0 0.0407446 0.0376902 0.0104311 0.4124954 0.0006354 0.0019061 0.0254187 0.1185414 "Dukes County" "MA" "Northeast" "[  100,  500)" "[118,71672]" "[ 82,  215)" "[ 2.0, 5.0)" 17356 50.4 91 3.6 16.5 103.25 66288 "[ 0, 5)" "[ 0, 4)" 25007 8338 2474 11434 0.729228616 0.216372223 5864 0.728880337 0.255543339 5166 "Clinton" "Democrat" "Obama" "Democrat" "No"
"2020-11-02" "Essex" "Massachusetts" 25009 24612 1358 11572 678 51 14460 "Boston-Cambridge-Newton, MA-NH" "Essex MA" 789034 2207.537 41 3.63 24.5 0.484 2.603521 2.4 200.71122 7.699633 15.39922 1466.604 85.92786 0.2383113 0.3935315 0.0180922 0.1246883 0 0.0338334 0.2187158 0.0371485 0.4159021 0.0032304 0.0049973 0.0588657 0.0579472 "Essex County" "MA" "Northeast" "[ 1000, 5000)" "[118,71672]" "[215,71672]" "[ 5.0,10.0)" 769091 51.8 87.2 6 28 492.56 67311 "[ 0, 5)" "[ 0, 4)" 25009 220027 135405 376140 0.584960387 0.359985644 84622 0.574605089 0.412414727 58915 "Clinton" "Democrat" "Obama" "Democrat" "No"
"2020-11-02" "Franklin" "Massachusetts" 25011 487 74 297 42 48 44140 "Springfield, MA" "Franklin MA" 70180 412.588 38.6 3.64 28 0.4533 2.285075 1 144.81426 6.022449 13.45509 423.1975 59.84611 0.3073151 0.3718474 0.042793 0.1241936 0 0.0131618 0.0416555 0.0177135 0.4047547 0.0009304 0.0051878 0.0188471 0.0674294 "Franklin County" "MA" "Northeast" "[  100,  500)" "[ 45,  118)" "[ 82,  215)" "[ 0.0, 2.0)" 70862 51.1 94.7 1.4 24.5 699.32 53663 "[ 0, 5)" "[ 0, 4)" 25011 24369 10327 37987 0.641508937 0.271856161 14042 0.718723404 0.248351064 17686 "Clinton" "Democrat" "Obama" "Democrat" "No"
"2020-11-02" "Hampden" "Massachusetts" 25013 10425 822 4831 464 52 44140 "Springfield, MA" "Hampden MA" 466372 1422.392 40.1 3.67 31.2 0.4704 2.537774 2.2 118.31662 7.260096 13.45509 1035.868 99.49139 0.2340276 0.2716084 0.0087172 0.107891 0 0.0773311 0.2614614 0.0256374 0.363072 0.0017203 0.0036324 0.018511 0.0357855 "Hampden County" "MA" "Northeast" "[  500, 1000)" "[118,71672]" "[215,71672]" "[10.0,15.0)" 468161 51.8 83.8 10.6 22.7 617.14 49094 "[ 0, 5)" "[ 0, 4)" 25013 110313 78230 200220 0.550958945 0.390720208 32083 0.619586811 0.365561829 50253 "Clinton" "Democrat" "Obama" "Democrat" "No"
"2020-11-02" "Hampshire" "Massachusetts" 25015 1521 155 702 57 43 44140 "Springfield, MA" "Hampshire MA" 160830 508.8078 39.4 3.56 20.1 0.4621 2.355721 1 128.19377 6.23207 13.45509 436.4857 35.44115 0.237904 0.4649969 0.0230418 0.1287088 0 0.0290601 0.0577794 0.0568684 0.4464157 0.0005212 0.0127638 0.0310329 0.0760197 "Hampshire County" "MA" "Northeast" "[  100,  500)" "[118,71672]" "[215,71672]" "[ 2.0, 5.0)" 160939 53.3 89.4 2.9 23.3 527.26 61227 "[ 0, 5)" "[ 0, 4)" 25015 54572 22089 82329 0.662852701 0.268301571 32483 0.703330597 0.265726438 35186 "Clinton" "Democrat" "Obama" "Democrat" "No"
"2020-11-02" "Middlesex" "Massachusetts" 25017 32907 2288 17953 1244 53 14460 "Boston-Cambridge-Newton, MA-NH" "Middlesex MA" 1611699 3027.815 41.3 3.57 21.6 0.468 2.561994 1.9 182.08951 8.015596 15.39922 1113.918 77.18563 0.2133375 0.5519131 0.0077033 0.0939977 0 0.0524396 0.0825973 0.1274715 0.5167031 0.0044139 0.027013 0.1235051 0.0577825 "Middlesex County" "MA" "Northeast" "[ 1000, 5000)" "[118,71672]" "[215,71672]" "[ 5.0,10.0)" 1570315 51.2 81.7 5.4 28.4 817.82 82090 "[ 0, 5)" "[ 0, 4)" 25017 508919 216163 767337 0.6632275 0.281705431 292756 0.625519511 0.356570745 200866 "Clinton" "Democrat" "Obama" "Democrat" "No"
"2020-11-02" "Nantucket" "Massachusetts" 25019 172 1 12 0 0 NA NA "Nantucket MA" 11399 267.0533 41.6 2.77 24.4 0.4775 2.903842 0.7 205.17989 5.587449 9.341281 105.2724 0 0.2110886 0.5168847 0.6297268 0.2165099 0 0.0948177 0.1530855 0.0158912 0.3901375 0.0015314 0.0031529 0.0052356 0.0594955 "Nantucket County" "MA" "Northeast" "[  100,  500)" "[118,71672]" "[215,71672]" "[ 5.0,10.0)" 10856 48.6 88.9 7.9 12.1 44.97 85478 "[ 0, 5)" "[ 0, 4)" 25019 4144 1892 6404 0.647095565 0.29544035 2252 0.627849762 0.35837297 1643 "Clinton" "Democrat" "Obama" "Democrat" "No"
"2020-11-02" "Norfolk" "Massachusetts" 25021 12138 1114 7046 663 51 14460 "Boston-Cambridge-Newton, MA-NH" "Norfolk MA" 706775 2016.476 42.5 3.96 22.6 0.4774 2.578817 1.5 177.02132 7.609107 15.39922 996.9227 93.80637 0.2338826 0.5295981 0.0061455 0.108508 0 0.070754 0.0476986 0.11748 0.4987563 0.0025349 0.0359872 0.144242 0.0520692 "Norfolk County" "MA" "Northeast" "[ 1000, 5000)" "[118,71672]" "[215,71672]" "[ 5.0,10.0)" 692254 52.1 81.7 6.7 31.5 396.11 84916 "[ 0, 5)" "[ 0, 4)" 25021 219129 119171 357781 0.612466844 0.333083646 99958 0.573654678 0.413067006 56237 "Clinton" "Democrat" "Obama" "Democrat" "No"
"2020-11-02" "Plymouth" "Massachusetts" 25023 11681 841 6507 409 43 14460 "Boston-Cambridge-Newton, MA-NH" "Plymouth MA" 521202 754.4798 42.3 3.76 27.7 0.4494 2.684515 1.2 183.68691 6.626029 15.39922 1248.46 78.47245 0.2519532 0.3668482 0.0523657 0.1456197 0 0.1063918 0.0407194 0.0151486 0.3961401 0.0015094 0.0023588 0.0566644 0.0456048 "Plymouth County" "MA" "Northeast" "[  500, 1000)" "[118,71672]" "[215,71672]" "[ 5.0,10.0)" 507022 51.4 86.8 9.6 32.4 659.08 75092 "[ 0, 5)" "[ 0, 4)" 25023 133828 114722 264168 0.506601859 0.434276672 19106 0.512919647 0.475241444 9570 "Clinton" "Democrat" "Obama" "Democrat" "No"
"2020-11-02" "Suffolk" "Massachusetts" 25025 29166 1184 15454 732 54 14460 "Boston-Cambridge-Newton, MA-NH" "Suffolk MA" 803907 10947.52 42.8 4.03 21.7 0.5365 2.409458 3.6 184.60213 9.300868 15.39922 1922.362 91.05531 0.1691033 0.4477041 0.0129067 0.1330773 0 0.2034396 0.2338105 0.0908068 0.4496474 0.0038635 0.0291829 0.325358 0.0315533 "Suffolk County" "MA" "Northeast" "[ 5000,71672]" "[118,71672]" "[215,71672]" "[15.0,25.0)" 767254 51.6 63 24.5 29 58.15 53540 "[ 0, 5)" "[ 0, 4)" 25025 241212 50042 303517 0.794723195 0.164873796 191170 0.775548472 0.208286603 160336 "Clinton" "Democrat" "Obama" "Democrat" "No"
"2020-11-02" "Unknown" "Massachusetts" NA 4493 6 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2020-11-02" "Worcester" "Massachusetts" 25027 17077 1179 7959 459 51 49340 "Worcester, MA-CT" "Worcester MA" 830622 1122.089 40.3 3.47 26.6 0.4553 2.577898 2.1 154.02574 7.022947 13.76148 958.1976 55.25979 0.2232069 0.3594581 0.0101129 0.1047404 0 0.047316 0.1191422 0.0530355 0.4116766 0.0017962 0.0071849 0.0175565 0.0515653 "Worcester County" "MA" "Northeast" "[  500, 1000)" "[118,71672]" "[215,71672]" "[ 5.0,10.0)" 813475 50.7 88 5.1 27.9 1510.77 65223 "[ 0, 5)" "[ 0, 4)" 25027 197126 157138 380972 0.517429102 0.412466008 39988 0.537409398 0.445001689 33645 "Clinton" "Democrat" "Obama" "Democrat" "No"
"2020-11-02" "Alcona" "Michigan" 26001 57 3 4 1 13 NA NA "Alcona MI" 10405 12.62426 33.6 2.21 35.2 0.4313 2.04385 1 555.45925 2.53562 9.250042 38.44306 9.610765 0.4717236 0.1568489 0.4954818 0.0972872 0 0.0045358 0.0155375 0.0037638 0.274137 0 0 0.0015147 0.0566495 "Alcona County" "MI" "Midwest" "[   10,   50)" "[  0,   17)" "[  9,   25)" "[ 0.0, 2.0)" 10454 49.8 97.7 0.3 21.7 674.59 37189 "[11,54]" "[12,54]" 26001 1732 4201 6179 0.280304256 0.679883476 2469 0.404534998 0.58675649 1109 "Trump" "Republican" "Romney" "Republican" "No"
